event_id,user_id,feature,event_date,action
367180,U017603,roundups,2024-07-10,use
829941,U039952,pots,2024-07-01,use
798117,U038401,get_paid_early,2024-12-31,use
9862,U000461,budgeting,2024-12-31,use
868740,U041824,budgeting,2024-07-28,enable
1013879,U048719,investments,2024-11-12,use
185175,U008817,get_paid_early,2024-05-30,use
131384,U006244,pensions,2024-10-08,use
830116,U039961,budgeting,2024-12-31,use
95642,U004530,budgeting,2024-10-25,use
439233,U021050,budgeting,2024-12-31,use
256772,U012314,get_paid_early,2024-08-04,use
291401,U014004,budgeting,2024-06-21,use
872387,U042000,budgeting,2024-12-31,use
307674,U014796,pots,2024-12-31,use
467477,U022447,roundups,2024-12-31,use
200911,U009560,roundups,2024-12-31,use
802544,U038611,pots,2024-12-09,use
324717,U015607,pots,2024-07-30,use
637079,U030680,get_paid_early,2024-12-31,use
394193,U018922,roundups,2024-11-25,use
617695,U029728,roundups,2024-12-31,use
318183,U015300,roundups,2024-12-31,use
940073,U045237,get_paid_early,2024-10-12,use
887775,U042727,pots,2024-12-31,use
651012,U031357,get_paid_early,2024-09-22,use
297339,U014284,roundups,2024-12-18,use
289954,U013935,roundups,2024-12-31,use
911935,U043886,roundups,2024-12-31,use
910004,U043787,budgeting,2024-12-31,use
645745,U031099,budgeting,2024-11-08,use
720628,U034744,roundups,2024-12-31,use
882023,U042456,roundups,2024-10-29,use
478089,U022968,get_paid_early,2024-08-30,use
958447,U046096,roundups,2024-12-21,use
212854,U010167,budgeting,2024-12-31,use
473746,U022757,get_paid_early,2024-12-12,use
362379,U017374,pensions,2024-09-26,use
929031,U044717,budgeting,2024-12-31,use
9962,U000465,roundups,2024-08-28,use
225304,U010767,roundups,2024-06-20,use
80217,U003799,pots,2024-12-31,use
132429,U006300,roundups,2024-12-31,use
629265,U030295,roundups,2024-06-24,enable
463853,U022260,budgeting,2024-12-31,use
266894,U012816,budgeting,2024-03-07,enable
947017,U045567,roundups,2024-01-09,use
632228,U030440,pots,2024-11-18,enable
16507,U000787,get_paid_early,2024-12-31,use
593601,U028564,roundups,2024-11-10,use
305350,U014685,budgeting,2024-12-31,use
966373,U046460,roundups,2024-12-31,use
115030,U005448,pensions,2024-04-14,use
58414,U002777,roundups,2024-12-31,use
537808,U025857,pots,2024-06-08,use
449192,U021538,budgeting,2024-12-31,use
742256,U035768,roundups,2024-12-31,use
445194,U021334,budgeting,2024-08-09,use
980124,U047112,roundups,2024-12-20,use
667323,U032158,investments,2024-09-25,use
404571,U019417,roundups,2024-04-12,use
771601,U037176,pots,2024-07-22,use
824754,U039701,roundups,2024-12-31,use
49971,U002372,pots,2024-12-31,use
772894,U037241,roundups,2024-05-27,use
107769,U005103,budgeting,2024-04-11,enable
317729,U015281,pots,2024-02-15,use
931590,U044846,roundups,2024-05-20,use
236031,U011295,pots,2024-12-31,use
166161,U007924,pots,2024-12-31,use
594916,U028617,budgeting,2024-12-31,use
872789,U042020,roundups,2024-03-16,use
804960,U038737,roundups,2024-12-31,use
516693,U024844,roundups,2024-09-24,use
431451,U020683,investments,2024-08-12,use
528564,U025418,roundups,2024-04-25,enable
629667,U030315,investments,2024-12-31,use
995605,U047849,pots,2024-08-22,use
834301,U040164,budgeting,2024-10-30,use
452956,U021725,roundups,2024-07-20,use
790437,U038044,investments,2024-12-31,use
636936,U030672,budgeting,2024-12-16,use
720173,U034723,budgeting,2024-12-31,use
774837,U037328,roundups,2024-12-31,use
695918,U033570,budgeting,2024-12-31,use
589686,U028370,pots,2024-12-16,use
245284,U011773,roundups,2024-11-17,use
885146,U042602,get_paid_early,2024-10-01,use
306986,U014762,get_paid_early,2024-12-31,use
784134,U037763,roundups,2024-09-21,use
995875,U047860,roundups,2024-04-09,use
777269,U037444,roundups,2024-12-31,use
110474,U005229,roundups,2024-12-31,use
778363,U037498,pots,2024-12-31,use
362027,U017359,roundups,2024-12-31,use
198797,U009466,budgeting,2024-09-29,use
844900,U040692,budgeting,2024-12-31,use
71877,U003417,roundups,2024-12-31,use
700229,U033775,get_paid_early,2024-12-31,use
1023581,U049184,budgeting,2024-12-31,use
664448,U032016,roundups,2024-09-20,enable
456329,U021888,budgeting,2024-12-31,use
529186,U025447,investments,2024-10-16,use
878430,U042289,get_paid_early,2024-12-31,use
260231,U012482,get_paid_early,2024-12-31,use
97626,U004614,roundups,2024-07-12,use
316961,U015240,budgeting,2024-12-31,use
578225,U027820,pots,2024-12-31,use
621765,U029923,pots,2024-12-31,use
577103,U027776,get_paid_early,2024-07-06,use
1026604,U049353,get_paid_early,2024-04-13,use
276830,U013277,investments,2024-12-31,use
109186,U005173,roundups,2024-11-18,use
944436,U045445,budgeting,2024-10-15,use
484774,U023280,get_paid_early,2024-07-07,use
250136,U012014,investments,2024-12-31,use
1002334,U048156,get_paid_early,2024-11-22,enable
581117,U027959,pots,2024-05-20,use
649441,U031286,budgeting,2024-12-31,use
241237,U011547,get_paid_early,2024-07-22,use
789956,U038019,roundups,2024-12-31,use
179958,U008561,investments,2024-10-12,use
954923,U045942,get_paid_early,2024-09-14,enable
784245,U037768,budgeting,2024-12-31,use
734766,U035413,budgeting,2024-12-31,use
42226,U002012,pots,2024-12-31,use
276235,U013249,pots,2024-12-31,use
754636,U036357,roundups,2024-10-18,use
395179,U018974,get_paid_early,2024-12-05,use
998951,U047993,get_paid_early,2024-12-31,use
707786,U034114,roundups,2024-11-30,use
627071,U030186,get_paid_early,2024-12-31,use
54904,U002608,pots,2024-12-31,use
106226,U005023,roundups,2024-07-29,use
482690,U023178,roundups,2024-12-01,use
983399,U047268,pots,2024-12-20,use
124090,U005890,roundups,2024-12-31,use
948306,U045626,pots,2024-12-23,use
905835,U043591,investments,2024-12-31,use
395629,U018988,roundups,2024-12-31,use
848329,U040862,pots,2024-12-31,use
1027905,U049423,pots,2024-12-31,use
843388,U040613,pots,2024-08-28,use
713889,U034405,pots,2024-12-31,use
798595,U038430,roundups,2024-06-16,enable
451406,U021645,budgeting,2024-12-31,use
856266,U041234,get_paid_early,2024-05-12,use
771008,U037148,pots,2024-12-31,use
671407,U032358,budgeting,2024-12-31,use
425214,U020390,pots,2024-08-05,use
1033260,U049673,budgeting,2024-10-11,enable
526204,U025303,pots,2024-09-08,use
172215,U008208,budgeting,2024-12-31,use
1004988,U048283,roundups,2024-12-15,use
849177,U040900,roundups,2024-12-31,use
1012401,U048646,pots,2024-12-31,use
775355,U037354,budgeting,2024-12-25,enable
562001,U027024,budgeting,2024-06-13,use
817765,U039326,roundups,2024-12-31,use
268583,U012894,get_paid_early,2024-09-20,use
997216,U047917,budgeting,2024-10-12,use
108380,U005136,get_paid_early,2024-09-17,use
759883,U036615,roundups,2024-12-31,use
880273,U042373,budgeting,2024-12-31,use
395524,U018985,investments,2024-12-31,use
904019,U043513,budgeting,2024-10-28,use
512220,U024627,pots,2024-04-19,use
994220,U047786,get_paid_early,2024-12-31,use
979235,U047067,pots,2024-02-21,use
672175,U032394,roundups,2024-08-16,use
351649,U016878,pots,2024-12-31,use
302518,U014532,pots,2024-12-31,use
19375,U000932,pots,2024-12-31,use
79679,U003778,roundups,2024-06-15,use
322836,U015518,pots,2024-07-04,use
687719,U033184,budgeting,2024-12-31,use
236049,U011297,roundups,2024-08-26,use
755765,U036414,budgeting,2024-10-31,enable
873737,U042071,pots,2024-12-31,use
697992,U033664,pots,2024-10-20,enable
143139,U006820,roundups,2024-12-31,use
779052,U037529,investments,2024-12-31,use
595490,U028644,budgeting,2024-09-29,use
798043,U038396,budgeting,2024-11-21,use
1025409,U049291,budgeting,2024-07-20,use
36742,U001746,roundups,2024-11-28,use
343270,U016492,roundups,2024-07-08,use
512079,U024617,roundups,2024-11-11,use
15538,U000745,budgeting,2024-03-09,use
123218,U005847,pots,2024-07-12,use
216843,U010353,roundups,2024-12-31,use
707776,U034114,budgeting,2024-06-25,use
886206,U042649,budgeting,2024-12-31,use
692091,U033390,pots,2024-04-29,use
664764,U032032,pots,2024-09-14,use
124501,U005910,roundups,2024-12-31,use
294076,U014139,roundups,2024-10-19,use
401679,U019280,roundups,2024-12-27,use
43275,U002065,pensions,2024-04-20,use
729513,U035178,budgeting,2024-12-31,use
583192,U028053,roundups,2024-12-31,use
924224,U044498,get_paid_early,2024-12-31,use
845659,U040729,roundups,2024-12-31,use
66261,U003145,pots,2024-12-20,use
107546,U005088,get_paid_early,2024-12-31,use
296951,U014267,pensions,2024-03-15,enable
10013,U000468,investments,2024-12-31,enable
173847,U008288,pots,2024-04-19,use
773297,U037262,roundups,2024-12-31,use
454972,U021817,budgeting,2024-10-14,use
466179,U022389,pots,2024-12-31,use
540250,U025984,pots,2024-12-31,use
459816,U022060,roundups,2024-12-27,use
641193,U030877,investments,2024-06-17,use
301765,U014492,pots,2024-02-24,use
167378,U007988,roundups,2024-12-31,use
1013702,U048707,roundups,2024-12-31,use
500423,U024053,investments,2024-12-31,use
506007,U024325,get_paid_early,2024-12-31,use
508563,U024445,pots,2024-12-31,use
355936,U017071,pots,2024-07-31,use
871419,U041950,pots,2024-12-31,use
740669,U035704,budgeting,2024-12-31,use
582252,U028012,investments,2024-07-07,use
596127,U028673,pots,2024-12-31,use
884437,U042567,get_paid_early,2024-12-31,use
538056,U025872,roundups,2024-12-31,use
26381,U001255,get_paid_early,2024-12-31,use
431960,U020706,roundups,2024-12-31,use
792193,U038127,pots,2024-12-31,use
598191,U028779,roundups,2024-07-06,use
550638,U026487,budgeting,2024-12-31,use
14171,U000677,budgeting,2024-05-19,use
869812,U041873,roundups,2024-12-31,use
977860,U047003,roundups,2024-12-17,use
527685,U025378,investments,2024-07-30,use
371915,U017812,pots,2024-12-31,use
695437,U033548,roundups,2024-12-31,use
904594,U043537,get_paid_early,2024-10-27,use
73349,U003490,roundups,2024-12-31,use
603217,U029020,roundups,2024-12-31,use
671281,U032352,roundups,2024-09-12,use
646758,U031148,get_paid_early,2024-07-27,use
282671,U013566,pots,2024-12-31,use
301303,U014468,roundups,2024-12-31,use
993368,U047744,budgeting,2024-04-14,use
811372,U039031,investments,2024-12-31,use
776809,U037427,roundups,2024-11-28,use
214960,U010266,pensions,2024-09-15,enable
958172,U046082,pots,2024-12-31,use
641767,U030908,roundups,2024-07-30,use
348395,U016723,roundups,2024-12-31,use
350979,U016842,pensions,2024-12-31,use
274167,U013153,pots,2024-04-15,use
698211,U033671,get_paid_early,2024-12-31,use
230757,U011039,budgeting,2024-12-12,use
148680,U007107,roundups,2024-12-17,use
1020202,U049030,budgeting,2024-12-31,use
687708,U033184,budgeting,2024-11-22,enable
551467,U026527,investments,2024-12-31,use
354722,U017014,pots,2024-12-31,use
456045,U021874,investments,2024-12-31,use
134662,U006404,roundups,2024-09-25,use
874218,U042095,pots,2024-09-22,use
158921,U007575,roundups,2024-12-31,use
490348,U023541,pots,2024-09-26,use
292850,U014073,roundups,2024-12-31,use
604553,U029081,budgeting,2024-12-31,use
800892,U038540,pots,2024-10-02,use
446033,U021384,budgeting,2024-08-23,use
271638,U013041,pots,2024-09-27,enable
853751,U041119,investments,2024-12-31,use
574452,U027635,investments,2024-12-31,use
920380,U044305,pensions,2024-08-27,use
284390,U013659,roundups,2024-12-31,use
889794,U042826,pensions,2024-12-31,use
1003711,U048226,pots,2024-12-31,use
586311,U028215,budgeting,2024-03-23,use
203981,U009704,pots,2024-12-31,use
463133,U022213,pots,2024-12-31,use
1035755,U049795,pots,2024-12-31,use
836938,U040295,roundups,2024-12-31,use
599072,U028825,roundups,2024-12-31,use
892560,U042959,get_paid_early,2024-03-17,enable
831121,U040006,roundups,2024-10-26,enable
613765,U029528,roundups,2024-07-04,use
362156,U017364,investments,2024-12-31,use
425698,U020414,pots,2024-12-31,use
290806,U013971,pots,2024-12-31,use
137013,U006512,budgeting,2024-04-26,use
774657,U037324,budgeting,2024-06-05,use
687272,U033157,roundups,2024-07-28,use
177705,U008462,roundups,2024-07-29,use
123493,U005860,budgeting,2024-12-31,use
708905,U034164,roundups,2024-12-31,use
420223,U020161,roundups,2024-12-31,use
80771,U003824,roundups,2024-09-01,use
131786,U006265,investments,2024-12-31,use
994550,U047801,budgeting,2024-12-31,use
1007490,U048405,budgeting,2024-12-31,use
341729,U016418,budgeting,2024-12-31,use
367766,U017631,budgeting,2024-03-20,use
262025,U012560,pots,2024-08-02,use
62057,U002950,budgeting,2024-09-19,use
734861,U035420,pots,2024-12-31,use
973446,U046806,roundups,2024-05-02,use
659033,U031765,budgeting,2024-11-04,use
105270,U004975,roundups,2024-12-09,use
847261,U040808,pots,2024-07-02,use
327687,U015747,pots,2024-12-31,use
813043,U039100,budgeting,2024-12-31,use
807408,U038845,investments,2024-12-31,use
592765,U028529,pots,2024-09-16,use
116997,U005548,get_paid_early,2024-09-01,use
872057,U041981,budgeting,2024-12-31,use
122585,U005815,budgeting,2024-12-31,use
55528,U002641,pots,2024-11-03,use
698664,U033697,get_paid_early,2024-06-19,use
288647,U013873,roundups,2024-12-31,use
341849,U016424,get_paid_early,2024-02-07,enable
454456,U021795,pots,2024-12-31,use
277313,U013298,roundups,2024-07-09,use
985937,U047378,roundups,2024-09-16,use
274595,U013177,roundups,2024-11-12,use
265086,U012726,pots,2024-11-16,use
85755,U004060,budgeting,2024-07-06,use
997860,U047942,roundups,2024-12-31,use
558638,U026854,pensions,2024-08-11,use
514516,U024739,get_paid_early,2024-12-18,use
5029,U000241,roundups,2024-10-11,use
201119,U009569,budgeting,2024-06-21,use
957392,U046052,roundups,2024-09-17,use
542806,U026106,roundups,2024-11-16,use
483533,U023220,budgeting,2024-07-01,use
531591,U025571,budgeting,2024-08-28,use
475338,U022838,get_paid_early,2024-03-22,enable
114220,U005415,pots,2024-12-31,use
327410,U015730,roundups,2024-12-31,use
188130,U008976,budgeting,2024-10-16,use
591220,U028449,roundups,2024-12-05,use
506973,U024370,roundups,2024-12-31,use
815871,U039226,roundups,2024-10-27,use
864653,U041629,roundups,2024-07-22,use
872888,U042023,roundups,2024-10-28,use
582570,U028026,roundups,2024-12-29,use
783386,U037731,budgeting,2024-12-31,use
1002558,U048165,budgeting,2024-12-15,use
844736,U040684,pots,2024-12-31,use
914842,U044023,roundups,2024-12-31,use
650964,U031355,pots,2024-12-31,use
44991,U002150,get_paid_early,2024-12-31,use
631951,U030423,roundups,2024-05-26,use
846414,U040759,roundups,2024-11-17,use
31943,U001527,roundups,2024-09-16,use
823624,U039645,pots,2024-03-23,use
746353,U035973,get_paid_early,2024-07-14,use
848190,U040853,roundups,2024-12-31,use
770010,U037095,budgeting,2024-12-31,use
658877,U031751,roundups,2024-12-04,use
251129,U012060,budgeting,2024-12-31,use
316503,U015218,roundups,2024-02-15,use
261704,U012542,budgeting,2024-11-16,use
483423,U023216,budgeting,2024-12-31,use
704255,U033954,budgeting,2024-11-29,use
365664,U017526,budgeting,2024-05-21,enable
437098,U020948,pots,2024-12-31,use
269854,U012950,budgeting,2024-12-31,use
53936,U002565,get_paid_early,2024-09-13,enable
237573,U011377,budgeting,2024-12-31,use
393655,U018899,get_paid_early,2024-08-11,use
703775,U033931,roundups,2024-12-31,use
861553,U041489,pots,2024-05-25,use
217111,U010365,get_paid_early,2024-10-26,enable
872346,U041999,roundups,2024-06-05,use
198613,U009459,pots,2024-12-31,use
318934,U015336,investments,2024-11-30,use
454105,U021780,roundups,2024-05-08,use
41883,U001993,budgeting,2024-10-13,use
264907,U012717,roundups,2024-12-31,use
887847,U042732,budgeting,2024-12-31,use
637271,U030688,roundups,2024-05-05,use
210319,U010030,pots,2024-12-31,use
517440,U024880,budgeting,2024-12-31,use
935573,U045036,roundups,2024-11-23,use
93763,U004436,pots,2024-12-31,use
728063,U035105,get_paid_early,2024-12-31,use
2086,U000106,budgeting,2024-12-31,use
113617,U005387,roundups,2024-12-31,use
926592,U044604,get_paid_early,2024-03-21,use
251098,U012057,budgeting,2024-12-31,use
515768,U024800,pots,2024-12-31,use
353636,U016970,budgeting,2024-07-22,enable
937055,U045108,pots,2024-10-26,use
131420,U006247,investments,2024-12-05,enable
945494,U045495,budgeting,2024-06-25,use
526295,U025308,budgeting,2024-01-24,use
284658,U013671,get_paid_early,2024-12-31,use
162788,U007755,investments,2024-12-31,use
703522,U033919,budgeting,2024-02-23,use
316226,U015202,budgeting,2024-10-10,use
987502,U047462,investments,2024-12-31,use
243420,U011671,roundups,2024-12-31,use
623868,U030026,pensions,2024-12-04,use
690810,U033330,roundups,2024-12-31,use
474955,U022820,roundups,2024-06-27,use
813663,U039126,roundups,2024-12-31,use
414707,U019888,pots,2024-07-28,use
108493,U005141,roundups,2024-12-31,use
646837,U031152,roundups,2024-06-02,use
223405,U010671,roundups,2024-12-31,use
511594,U024600,pots,2024-12-31,use
275092,U013200,roundups,2024-09-03,use
832610,U040080,pots,2024-12-31,use
1033207,U049669,pots,2024-12-31,use
817997,U039336,roundups,2024-12-31,use
427846,U020521,roundups,2024-09-18,use
888131,U042748,budgeting,2024-12-31,use
1014290,U048737,roundups,2024-09-10,use
124323,U005903,get_paid_early,2024-10-25,use
698314,U033677,pots,2024-12-31,use
309709,U014898,roundups,2024-11-05,use
644851,U031058,pots,2024-06-20,use
316316,U015208,pots,2024-12-19,use
693728,U033465,pensions,2024-12-31,use
175518,U008357,pensions,2024-12-31,use
152407,U007279,pots,2024-12-31,use
571716,U027508,get_paid_early,2024-08-08,enable
394865,U018959,roundups,2024-09-30,use
659476,U031788,pensions,2024-12-31,use
10397,U000484,pots,2024-12-31,use
175881,U008375,pots,2024-12-29,use
480004,U023048,budgeting,2024-12-31,use
644232,U031029,pots,2024-04-28,use
321764,U015467,investments,2024-06-02,use
467121,U022433,pensions,2024-06-24,enable
1018119,U048924,budgeting,2024-12-31,use
160464,U007643,investments,2024-12-23,enable
1028477,U049453,pots,2024-12-27,use
505875,U024319,budgeting,2024-12-31,use
423988,U020329,roundups,2024-12-31,use
241499,U011565,roundups,2024-12-31,use
589141,U028350,get_paid_early,2024-12-31,use
130408,U006199,roundups,2024-09-13,use
948863,U045652,roundups,2024-08-15,use
660298,U031823,roundups,2024-12-31,use
154455,U007380,pots,2024-08-21,use
541982,U026066,budgeting,2024-10-31,use
704406,U033962,pots,2024-12-31,use
378252,U018111,get_paid_early,2024-12-31,use
910463,U043804,pots,2024-11-11,use
37815,U001794,pots,2024-08-05,use
555828,U026731,pots,2024-12-31,use
853958,U041129,roundups,2024-12-31,use
886909,U042681,pots,2024-10-23,use
667046,U032147,roundups,2024-12-31,use
973210,U046792,budgeting,2024-12-31,use
392232,U018820,roundups,2024-07-09,use
1009178,U048487,budgeting,2024-12-28,use
621239,U029897,pots,2024-03-07,use
313794,U015079,budgeting,2024-12-31,use
488515,U023453,pots,2024-03-11,use
501568,U024112,get_paid_early,2024-12-31,use
773926,U037292,pots,2024-12-31,use
700402,U033782,roundups,2024-09-27,use
483427,U023216,budgeting,2024-12-31,use
152088,U007264,pots,2024-12-31,use
388901,U018657,pots,2024-12-31,use
182239,U008672,budgeting,2024-08-31,use
253914,U012192,budgeting,2024-12-31,use
604044,U029057,investments,2024-12-31,use
1001466,U048116,roundups,2024-12-31,use
644508,U031042,pots,2024-11-16,use
587554,U028264,roundups,2024-10-31,use
737468,U035547,budgeting,2024-10-23,use
393531,U018892,roundups,2024-10-13,use
360355,U017288,roundups,2024-12-31,use
847836,U040834,budgeting,2024-06-14,use
505359,U024297,budgeting,2024-06-05,use
771816,U037186,budgeting,2024-10-04,use
646947,U031159,pots,2024-08-16,use
353024,U016943,roundups,2024-10-22,use
592295,U028505,budgeting,2024-12-31,use
192369,U009169,budgeting,2024-04-04,use
1018798,U048961,budgeting,2024-11-15,use
767918,U036999,pots,2024-12-31,use
649205,U031273,roundups,2024-12-31,use
128870,U006117,roundups,2024-05-04,enable
123480,U005860,budgeting,2024-06-18,use
673992,U032484,investments,2024-12-08,use
251076,U012056,roundups,2024-12-31,use
392936,U018851,pensions,2024-12-31,use
557324,U026795,budgeting,2024-12-31,use
892418,U042953,pots,2024-12-31,use
302754,U014547,investments,2024-04-14,use
467806,U022464,roundups,2024-12-31,use
457703,U021963,pots,2024-08-07,use
668501,U032219,budgeting,2024-09-05,use
331110,U015913,get_paid_early,2024-05-03,enable
423181,U020294,get_paid_early,2024-06-10,use
76715,U003644,budgeting,2024-05-21,enable
130455,U006201,budgeting,2024-12-31,use
482174,U023150,pots,2024-11-26,use
753072,U036283,roundups,2024-06-23,use
194267,U009255,budgeting,2024-12-31,use
107391,U005081,budgeting,2024-12-31,use
58387,U002777,roundups,2024-04-14,use
163361,U007788,pots,2024-12-31,use
877357,U042233,budgeting,2024-12-31,use
812271,U039068,pots,2024-12-31,use
404750,U019426,roundups,2024-10-15,enable
593702,U028569,budgeting,2024-12-31,use
236694,U011327,roundups,2024-12-31,use
94421,U004474,roundups,2024-11-23,use
155421,U007423,budgeting,2024-12-07,use
241583,U011568,pots,2024-12-31,use
681164,U032850,budgeting,2024-12-31,use
828719,U039892,get_paid_early,2024-12-31,use
813388,U039113,budgeting,2024-12-31,use
594419,U028597,roundups,2024-12-31,use
639009,U030780,get_paid_early,2024-10-27,use
895389,U043106,roundups,2024-07-25,use
113419,U005375,budgeting,2024-12-11,use
231128,U011055,investments,2024-12-31,use
577611,U027797,roundups,2024-04-28,use
803597,U038669,pots,2024-11-29,enable
260740,U012502,pots,2024-12-31,use
508494,U024443,roundups,2024-12-12,use
591883,U028482,pots,2024-12-31,use
217708,U010398,get_paid_early,2024-12-31,use
505204,U024286,roundups,2024-12-11,use
437825,U020981,roundups,2024-12-26,use
580604,U027933,pots,2024-12-31,use
894221,U043043,roundups,2024-11-30,use
426232,U020445,roundups,2024-08-25,use
424482,U020350,roundups,2024-09-09,use
494816,U023766,roundups,2024-12-31,use
478037,U022966,pots,2024-12-31,use
81572,U003859,roundups,2024-12-31,use
877121,U042223,investments,2024-07-08,enable
590200,U028396,roundups,2024-12-31,use
559125,U026878,get_paid_early,2024-05-04,use
116434,U005515,pots,2024-10-06,use
28980,U001386,pots,2024-12-31,use
881748,U042447,investments,2024-10-20,use
724200,U034918,pots,2024-02-23,enable
222599,U010636,pots,2024-09-05,use
211118,U010074,roundups,2024-12-31,use
727858,U035094,get_paid_early,2024-12-31,use
653814,U031498,roundups,2024-10-02,use
222285,U010620,pots,2024-12-31,use
494099,U023731,roundups,2024-12-31,use
30914,U001474,pots,2024-11-06,enable
399881,U019188,get_paid_early,2024-05-08,enable
1012762,U048661,budgeting,2024-11-13,use
547308,U026318,budgeting,2024-03-27,use
186452,U008894,budgeting,2024-01-31,use
492094,U023636,pots,2024-11-17,use
842051,U040550,pots,2024-12-31,use
326631,U015694,pots,2024-05-24,use
757732,U036525,budgeting,2024-12-31,use
12787,U000604,pots,2024-12-12,use
586092,U028203,budgeting,2024-12-31,use
947910,U045607,investments,2024-06-05,enable
248300,U011924,get_paid_early,2024-09-25,use
798401,U038420,pots,2024-12-31,use
607666,U029221,pots,2024-12-12,use
296210,U014238,roundups,2024-11-25,use
341946,U016428,budgeting,2024-12-31,use
392019,U018810,pots,2024-12-31,use
385510,U018480,pots,2024-12-31,use
337961,U016249,roundups,2024-12-31,use
626623,U030163,pots,2024-12-31,use
349439,U016774,roundups,2024-12-31,use
816884,U039287,budgeting,2024-09-15,use
550728,U026492,get_paid_early,2024-10-09,use
314634,U015113,roundups,2024-10-19,use
751628,U036214,roundups,2024-08-25,use
510288,U024533,budgeting,2024-07-26,use
864967,U041643,pots,2024-12-26,use
280852,U013469,budgeting,2024-12-31,use
518073,U024909,budgeting,2024-12-31,use
140032,U006666,budgeting,2024-12-31,use
557859,U026821,roundups,2024-12-31,use
647190,U031177,budgeting,2024-12-31,use
1006779,U048371,pots,2024-12-31,use
230049,U011013,budgeting,2024-12-31,use
346661,U016642,pensions,2024-12-29,use
250859,U012047,investments,2024-12-31,use
239555,U011478,roundups,2024-12-31,use
545458,U026239,budgeting,2024-12-13,use
120306,U005706,pots,2024-12-31,use
144713,U006898,roundups,2024-10-28,use
132020,U006279,budgeting,2024-12-31,use
129917,U006168,budgeting,2024-12-31,use
899820,U043303,roundups,2024-12-31,use
494941,U023772,budgeting,2024-08-08,use
481850,U023131,roundups,2024-12-31,use
215823,U010302,investments,2024-06-26,enable
797481,U038367,roundups,2024-08-23,use
973612,U046812,budgeting,2024-08-15,use
179385,U008536,pots,2024-10-13,use
628372,U030258,pots,2024-09-08,use
511271,U024580,budgeting,2024-12-31,use
640481,U030848,budgeting,2024-12-31,use
486024,U023336,budgeting,2024-12-31,use
678152,U032699,investments,2024-12-31,use
635657,U030605,pots,2024-11-03,use
799742,U038489,roundups,2024-12-31,use
939850,U045225,roundups,2024-09-13,use
581577,U027977,investments,2024-12-31,use
427396,U020501,budgeting,2024-08-20,enable
388920,U018658,pots,2024-06-23,use
380529,U018226,pots,2024-12-31,use
166501,U007941,roundups,2024-12-31,use
94226,U004466,roundups,2024-12-31,use
675308,U032549,budgeting,2024-12-31,use
179409,U008536,pots,2024-12-31,use
372495,U017839,budgeting,2024-12-31,use
412281,U019767,pots,2024-12-31,use
149541,U007149,pots,2024-10-12,use
7151,U000335,roundups,2024-11-17,use
999044,U047998,budgeting,2024-12-31,use
149723,U007157,pots,2024-12-27,use
424970,U020378,pots,2024-10-18,use
111566,U005285,pots,2024-11-01,use
237753,U011385,roundups,2024-12-31,use
779498,U037550,pots,2024-12-26,use
861349,U041480,pots,2024-07-09,use
