txn_id,user_id,txn_date,amount,category,channel
778108,U021912,2024-12-31,36.92,shopping,online
70182,U001955,2024-12-31,24.38,restaurants,card
424687,U012123,2024-12-16,83.68,groceries,online
130142,U003689,2024-12-31,36.59,entertainment,card
1698792,U047945,2024-12-31,4.35,restaurants,direct_debit
605951,U017161,2024-12-31,22.34,restaurants,direct_debit
349919,U009975,2024-12-04,8.73,shopping,card
398313,U011303,2024-06-04,22.83,shopping,online
1187375,U033583,2024-12-31,8.25,restaurants,direct_debit
325522,U009280,2024-12-31,39.84,bills,direct_debit
1631550,U045991,2024-07-12,35.13,restaurants,direct_debit
917258,U025956,2024-11-08,7.26,restaurants,card
220335,U006358,2024-12-31,9.47,transport,card
1597603,U044966,2024-09-16,20.35,transport,online
898670,U025422,2024-12-31,12.81,shopping,direct_debit
999506,U028256,2024-12-31,41.45,groceries,direct_debit
785545,U022137,2024-10-19,12.37,shopping,card
1178893,U033328,2024-12-31,64.71,bills,direct_debit
609241,U017261,2024-06-16,10.61,groceries,direct_debit
1703146,U048083,2024-06-02,42.5,transport,online
1649352,U046481,2024-12-31,4.91,groceries,card
143098,U004047,2024-03-30,91.41,restaurants,direct_debit
1676609,U047278,2024-10-27,15.92,bills,card
1658601,U046772,2024-12-31,6.69,bills,online
905101,U025622,2024-12-31,9.38,entertainment,direct_debit
854114,U024178,2024-12-31,11.27,entertainment,direct_debit
397223,U011273,2024-12-31,38.22,groceries,online
1431473,U040342,2024-12-31,39.28,restaurants,card
1625740,U045844,2024-12-31,202.42,restaurants,card
306677,U008768,2024-12-31,105.81,groceries,card
981938,U027735,2024-12-31,51.49,entertainment,online
134438,U003786,2024-12-31,27.51,entertainment,online
970305,U027429,2024-11-14,35.67,restaurants,online
468779,U013388,2024-12-31,11.97,shopping,direct_debit
210578,U006061,2024-12-31,3.32,entertainment,online
481559,U013773,2024-10-06,28.58,bills,online
445764,U012731,2024-03-20,11.89,entertainment,card
544154,U015502,2024-12-31,19.47,entertainment,direct_debit
121691,U003456,2024-06-16,42.72,transport,card
409345,U011678,2024-12-31,61.54,bills,card
1270657,U035909,2024-08-15,7.37,entertainment,online
1025986,U029069,2024-12-31,8.43,shopping,online
213533,U006160,2024-12-31,31.36,transport,card
1040168,U029433,2024-12-31,4.75,restaurants,direct_debit
1420423,U040009,2024-12-31,13.81,bills,direct_debit
1524190,U042843,2024-05-09,23.66,groceries,direct_debit
271495,U007783,2024-12-31,23.25,bills,direct_debit
724481,U020438,2024-12-31,9.16,shopping,card
1059448,U029955,2024-08-29,2.44,groceries,direct_debit
291382,U008308,2024-12-31,45.05,bills,online
1344937,U037983,2024-11-13,46.22,bills,online
620373,U017573,2024-12-31,9.37,entertainment,online
1110499,U031378,2024-12-31,39.47,entertainment,card
1342810,U037925,2024-04-01,20.71,transport,online
1554382,U043732,2024-12-31,70.61,shopping,direct_debit
1489070,U041939,2024-12-10,5.29,restaurants,card
1257430,U035569,2024-12-31,12.1,bills,direct_debit
1589655,U044736,2024-07-29,20.1,transport,online
409980,U011696,2024-12-31,9.51,transport,direct_debit
24835,U000712,2024-05-17,89.76,transport,card
138251,U003889,2024-12-31,4.36,entertainment,card
222941,U006439,2024-12-31,40.52,entertainment,card
124013,U003513,2024-06-22,3.75,restaurants,online
1240377,U035102,2024-12-13,150.03,restaurants,card
1077273,U030446,2024-09-28,82.22,bills,online
1691980,U047742,2024-08-29,29.32,transport,card
167477,U004760,2024-12-31,14.2,groceries,card
840283,U023751,2024-03-27,69.96,shopping,online
427428,U012204,2024-12-31,10.44,bills,card
801200,U022569,2024-11-28,52.57,bills,online
325068,U009273,2024-10-24,16.03,shopping,online
715086,U020205,2024-12-31,118.17,entertainment,direct_debit
1485146,U041837,2024-11-13,10.39,bills,card
1474172,U041534,2024-12-01,80.36,groceries,online
1125272,U031810,2024-12-31,78.25,restaurants,card
620012,U017558,2024-12-03,8.77,transport,card
539506,U015368,2024-06-16,44.45,bills,card
160536,U004565,2024-12-31,4.36,bills,card
781569,U022029,2024-03-16,13.27,bills,direct_debit
1221266,U034538,2024-12-31,4.14,bills,online
32486,U000928,2024-08-06,11.2,shopping,direct_debit
724438,U020437,2024-12-31,52.61,bills,direct_debit
1126513,U031850,2024-12-31,17.06,groceries,card
875925,U024809,2024-12-31,75.19,restaurants,card
1230046,U034787,2024-12-31,5.3,shopping,online
1384589,U039065,2024-12-31,25.7,bills,card
1450231,U040887,2024-12-31,25.45,restaurants,card
773361,U021778,2024-12-18,37.22,groceries,card
100777,U002864,2024-08-09,23.03,restaurants,card
278049,U007966,2024-05-27,25.92,restaurants,card
1172348,U033144,2024-12-31,4.79,transport,direct_debit
778936,U021946,2024-06-29,49.1,entertainment,card
1426930,U040232,2024-12-31,8.67,entertainment,online
809373,U022815,2024-11-04,40.31,restaurants,direct_debit
907838,U025699,2024-06-21,52.4,bills,card
985714,U027848,2024-04-11,2.73,shopping,direct_debit
844607,U023893,2024-08-13,34.08,bills,online
592925,U016809,2024-12-31,59.24,shopping,card
129997,U003688,2024-12-31,106.94,groceries,online
1768029,U049870,2024-10-31,6.68,shopping,direct_debit
586193,U016620,2024-11-04,6.64,restaurants,direct_debit
1064155,U030084,2024-12-31,17.85,bills,card
1312938,U037088,2024-12-03,34.97,entertainment,online
264318,U007592,2024-12-31,12.69,bills,online
130334,U003700,2024-12-31,100.31,shopping,online
507513,U014462,2024-12-31,36.43,entertainment,direct_debit
1120289,U031667,2024-12-31,69.86,bills,card
1704275,U048112,2024-04-24,27.63,entertainment,online
654204,U018499,2024-12-31,27.44,transport,card
1053663,U029792,2024-12-31,24.06,entertainment,card
977176,U027635,2024-11-30,15.39,bills,card
602054,U017065,2024-12-31,31.95,restaurants,direct_debit
1648455,U046458,2024-10-03,84.23,transport,direct_debit
330746,U009442,2024-12-31,13.83,restaurants,online
993225,U028072,2024-12-31,66.88,shopping,card
1284063,U036302,2024-11-10,6.47,restaurants,online
54875,U001554,2024-12-31,105.03,transport,card
372921,U010610,2024-09-22,5.76,shopping,direct_debit
212820,U006137,2024-12-31,12.57,entertainment,card
817160,U023052,2024-12-31,47.89,groceries,card
881760,U024973,2024-12-31,38.73,transport,online
1587946,U044706,2024-07-08,20.44,restaurants,online
1167891,U033016,2024-12-31,2.54,bills,direct_debit
258953,U007455,2024-10-26,18.23,transport,card
1749712,U049385,2024-12-31,10.86,groceries,card
716067,U020220,2024-10-04,41.48,bills,direct_debit
848207,U023998,2024-11-08,111.92,shopping,online
90861,U002576,2024-12-31,2.0,transport,card
21818,U000630,2024-12-31,58.38,shopping,online
539652,U015373,2024-12-31,105.99,restaurants,online
493706,U014104,2024-12-31,21.63,restaurants,card
220609,U006370,2024-12-31,3.58,restaurants,direct_debit
76809,U002148,2024-10-21,14.69,entertainment,direct_debit
244829,U007067,2024-04-21,39.81,groceries,online
715180,U020207,2024-12-31,36.43,bills,card
1550859,U043628,2024-10-25,129.03,bills,online
721339,U020360,2024-12-31,94.12,groceries,online
167152,U004755,2024-12-31,9.84,shopping,online
1688116,U047632,2024-12-31,1.09,transport,direct_debit
106352,U003031,2024-11-12,31.6,transport,online
1084262,U030628,2024-12-31,44.8,transport,direct_debit
552357,U015724,2024-12-31,26.23,groceries,direct_debit
1368255,U038628,2024-12-31,78.84,entertainment,direct_debit
745028,U020956,2024-04-23,18.8,transport,card
1403285,U039591,2024-12-31,6.72,shopping,card
309326,U008827,2024-08-04,1.99,entertainment,card
399029,U011331,2024-12-14,3.52,entertainment,direct_debit
442061,U012620,2024-12-31,55.18,bills,online
768019,U021624,2024-12-31,53.41,transport,card
1061616,U030016,2024-09-17,18.37,transport,direct_debit
899772,U025462,2024-11-02,34.69,entertainment,card
281896,U008065,2024-06-14,15.34,transport,card
1222659,U034566,2024-12-31,46.78,bills,online
246851,U007123,2024-12-13,9.71,restaurants,online
1360894,U038438,2024-12-31,16.31,entertainment,direct_debit
642889,U018162,2024-11-06,31.76,entertainment,online
58217,U001635,2024-11-26,23.81,shopping,card
598715,U016972,2024-06-06,22.86,groceries,card
179083,U005134,2024-06-24,99.31,groceries,online
307908,U008802,2024-07-14,3.94,restaurants,online
474318,U013566,2024-12-31,15.71,groceries,card
236857,U006850,2024-09-13,34.9,entertainment,card
908065,U025706,2024-10-19,2.11,transport,online
485948,U013906,2024-12-31,37.4,shopping,card
1290119,U036460,2024-08-18,35.54,bills,online
339629,U009667,2024-12-31,24.91,entertainment,online
617274,U017471,2024-11-17,73.71,entertainment,card
588044,U016676,2024-06-08,126.73,groceries,online
467111,U013344,2024-10-19,2.85,restaurants,direct_debit
241664,U006981,2024-07-14,52.36,restaurants,online
205276,U005907,2024-08-17,3.42,transport,online
1216851,U034424,2024-12-31,7.56,shopping,online
564203,U016026,2024-06-08,25.04,restaurants,online
170898,U004881,2024-05-28,32.9,transport,direct_debit
757054,U021320,2024-06-16,62.71,restaurants,online
659874,U018657,2024-12-31,15.63,transport,online
331459,U009464,2024-04-02,22.13,restaurants,direct_debit
1351123,U038137,2024-12-27,104.45,restaurants,direct_debit
243920,U007040,2024-12-31,40.59,entertainment,online
1714277,U048383,2024-12-31,48.84,entertainment,card
368247,U010493,2024-05-07,6.08,groceries,direct_debit
1387090,U039139,2024-10-27,88.27,bills,direct_debit
470579,U013431,2024-12-31,33.23,groceries,card
1291848,U036506,2024-12-31,21.04,bills,card
1327733,U037530,2024-12-31,12.77,entertainment,card
933849,U026435,2024-11-07,8.15,restaurants,direct_debit
1050526,U029707,2024-09-05,58.4,transport,direct_debit
1691233,U047722,2024-08-06,26.59,transport,card
711959,U020115,2024-03-13,63.24,entertainment,online
752163,U021167,2024-12-01,21.21,groceries,card
1539927,U043315,2024-12-19,1.09,groceries,card
1348020,U038057,2024-12-31,20.42,bills,card
144763,U004093,2024-06-14,27.79,transport,card
952043,U026924,2024-09-25,26.52,groceries,card
1035817,U029323,2024-12-31,21.67,shopping,card
1727861,U048741,2024-07-09,5.88,entertainment,direct_debit
1592182,U044817,2024-06-20,5.04,shopping,direct_debit
841975,U023804,2024-12-31,53.41,groceries,online
681147,U019298,2024-10-10,119.84,entertainment,direct_debit
1625057,U045829,2024-12-31,9.29,groceries,direct_debit
895178,U025338,2024-10-20,38.26,shopping,direct_debit
1739107,U049075,2024-08-03,48.09,transport,direct_debit
1393157,U039290,2024-12-31,10.59,restaurants,direct_debit
69007,U001931,2024-11-23,1.98,transport,card
789426,U022233,2024-12-31,7.96,groceries,direct_debit
360420,U010277,2024-12-31,11.1,transport,direct_debit
386094,U010952,2024-12-31,20.35,transport,online
427538,U012206,2024-12-31,45.24,transport,direct_debit
1183028,U033440,2024-03-12,51.08,transport,online
87106,U002472,2024-12-31,1.9,bills,card
218508,U006313,2024-09-21,26.37,entertainment,online
541474,U015429,2024-12-31,40.82,shopping,direct_debit
55947,U001579,2024-12-31,64.45,shopping,card
1432522,U040372,2024-12-31,18.17,restaurants,direct_debit
765808,U021542,2024-12-31,14.89,restaurants,online
1051651,U029737,2024-12-12,114.7,entertainment,card
127194,U003597,2024-03-25,12.45,shopping,online
1625699,U045842,2024-12-31,18.23,entertainment,online
366167,U010438,2024-12-31,2.0,bills,online
1660041,U046805,2024-10-30,9.83,restaurants,direct_debit
525340,U014952,2024-11-23,43.7,bills,card
1622461,U045749,2024-09-20,30.9,shopping,online
357804,U010196,2024-12-31,38.14,restaurants,direct_debit
1350297,U038121,2024-06-01,4.5,groceries,online
613228,U017365,2024-12-22,8.06,shopping,card
324733,U009268,2024-05-16,24.49,shopping,online
285339,U008156,2024-12-31,14.35,restaurants,direct_debit
852784,U024140,2024-12-31,77.45,groceries,online
1324256,U037422,2024-05-19,20.51,transport,direct_debit
576789,U016356,2024-12-31,27.87,transport,online
334193,U009522,2024-12-31,57.83,bills,card
1146969,U032443,2024-10-10,22.89,bills,online
498298,U014224,2024-10-21,19.66,shopping,online
1723944,U048635,2024-12-31,8.5,bills,card
548332,U015628,2024-06-30,8.3,shopping,direct_debit
880249,U024934,2024-11-15,130.44,shopping,direct_debit
678125,U019198,2024-06-20,58.48,groceries,online
212885,U006140,2024-12-22,39.34,shopping,online
1453338,U040959,2024-12-31,4.43,groceries,online
885990,U025100,2024-12-31,5.75,groceries,direct_debit
798316,U022494,2024-12-05,8.31,restaurants,direct_debit
106876,U003042,2024-12-31,43.94,restaurants,card
1171217,U033100,2024-12-03,15.64,bills,card
1076312,U030415,2024-12-07,20.56,shopping,direct_debit
1081708,U030568,2024-06-20,54.29,restaurants,online
234360,U006784,2024-10-11,30.58,shopping,direct_debit
883721,U025028,2024-12-10,20.7,entertainment,direct_debit
214958,U006210,2024-10-18,15.88,shopping,direct_debit
118185,U003344,2024-12-03,40.31,shopping,online
1491855,U041993,2024-12-31,45.39,shopping,card
540142,U015388,2024-09-02,10.75,groceries,card
818541,U023087,2024-12-31,6.7,entertainment,card
1609814,U045328,2024-07-30,111.72,entertainment,direct_debit
1715426,U048410,2024-12-31,1.54,bills,direct_debit
1531162,U043031,2024-12-31,22.33,shopping,online
1500098,U042203,2024-12-31,43.95,shopping,card
1451889,U040929,2024-10-11,63.89,groceries,card
697606,U019735,2024-07-02,39.85,restaurants,direct_debit
1638660,U046170,2024-07-07,100.65,shopping,card
392746,U011125,2024-08-01,14.58,groceries,direct_debit
1676114,U047268,2024-12-17,88.49,transport,card
1676356,U047272,2024-12-31,33.04,groceries,online
604872,U017133,2024-12-31,21.64,transport,card
1745625,U049261,2024-12-31,24.04,transport,direct_debit
47316,U001345,2024-12-31,13.69,transport,online
121676,U003456,2024-04-10,11.55,bills,online
1191907,U033707,2024-12-31,56.85,shopping,direct_debit
315353,U009012,2024-12-09,49.0,transport,online
1188950,U033628,2024-05-24,52.58,shopping,card
169365,U004816,2024-10-27,9.49,transport,direct_debit
1244942,U035238,2024-12-31,8.41,entertainment,online
1635894,U046107,2024-12-31,26.28,bills,direct_debit
1379899,U038936,2024-12-31,11.37,shopping,card
1674790,U047234,2024-06-26,10.32,shopping,online
1643637,U046312,2024-12-31,15.78,shopping,online
43731,U001250,2024-12-31,11.82,transport,card
661095,U018685,2024-12-06,18.55,bills,online
1598218,U044984,2024-12-31,36.61,restaurants,online
476280,U013619,2024-10-04,40.15,entertainment,direct_debit
758283,U021348,2024-12-11,19.05,groceries,card
485433,U013891,2024-12-06,59.16,restaurants,direct_debit
60568,U001700,2024-12-31,55.99,groceries,online
1542836,U043397,2024-12-31,25.44,restaurants,card
1504046,U042296,2024-11-04,55.94,transport,direct_debit
801603,U022583,2024-09-06,25.31,entertainment,online
452214,U012908,2024-12-31,30.0,groceries,card
462879,U013223,2024-12-03,7.62,transport,card
174259,U004987,2024-12-31,6.16,shopping,direct_debit
1672094,U047147,2024-12-14,46.13,restaurants,online
744118,U020938,2024-12-31,91.25,groceries,online
1403118,U039587,2024-12-19,48.2,shopping,direct_debit
701479,U019837,2024-12-31,33.77,entertainment,card
366214,U010438,2024-12-31,28.48,restaurants,direct_debit
471767,U013483,2024-12-31,48.35,bills,online
1156686,U032700,2024-12-31,1.7,groceries,card
1541265,U043353,2024-02-08,2.33,groceries,card
718963,U020299,2024-12-31,92.52,transport,online
638972,U018057,2024-12-31,21.63,restaurants,direct_debit
1237778,U035028,2024-03-15,18.55,groceries,card
528208,U015031,2024-06-21,29.31,transport,online
38201,U001082,2024-12-31,19.66,transport,online
411504,U011743,2024-05-16,3.45,shopping,online
1598795,U045004,2024-12-31,42.09,bills,card
1364923,U038544,2024-11-08,41.84,bills,card
409496,U011684,2024-06-09,50.97,bills,direct_debit
1200635,U033950,2024-12-31,58.61,groceries,direct_debit
1191836,U033705,2024-12-31,1.23,restaurants,card
1044508,U029545,2024-12-31,24.47,entertainment,card
801443,U022580,2024-04-03,1.69,groceries,card
1650296,U046518,2024-06-29,48.21,transport,direct_debit
422912,U012068,2024-07-12,61.55,entertainment,direct_debit
66970,U001866,2024-09-26,1.45,bills,online
1175345,U033236,2024-08-11,18.72,groceries,card
948806,U026831,2024-12-31,9.21,entertainment,direct_debit
454987,U012987,2024-07-24,51.08,shopping,online
1561268,U043945,2024-12-31,7.26,entertainment,card
565140,U016042,2024-09-29,13.61,restaurants,card
707181,U019972,2024-12-31,105.02,transport,online
387661,U010989,2024-12-20,71.9,bills,direct_debit
167739,U004770,2024-12-31,17.39,bills,card
116617,U003297,2024-10-21,75.01,entertainment,card
44969,U001285,2024-12-31,63.55,bills,card
1037150,U029364,2024-12-31,8.47,transport,direct_debit
1182402,U033424,2024-10-30,50.57,bills,direct_debit
966108,U027323,2024-12-06,28.78,groceries,online
1413636,U039831,2024-10-09,95.26,groceries,card
857531,U024277,2024-08-08,1.04,bills,card
722539,U020393,2024-12-03,3.26,restaurants,online
1192752,U033730,2024-12-31,22.56,shopping,direct_debit
268409,U007682,2024-12-31,18.74,groceries,direct_debit
807507,U022767,2024-12-23,10.89,shopping,card
820703,U023156,2024-12-31,21.22,transport,online
1333325,U037688,2024-10-29,12.05,restaurants,card
995589,U028153,2024-12-31,19.44,entertainment,card
949236,U026848,2024-12-31,10.43,entertainment,online
1089889,U030781,2024-12-31,49.79,shopping,card
1281470,U036232,2024-11-29,51.93,shopping,online
846602,U023959,2024-03-14,76.69,bills,card
68252,U001904,2024-12-31,9.01,bills,online
769454,U021670,2024-10-26,11.67,groceries,online
1595744,U044906,2024-12-31,11.2,bills,online
328174,U009365,2024-12-15,9.93,shopping,direct_debit
